"completion_timestamp","previous_assignee","due_date","description","title","responsible_role","overridden_by","acknowledged_timestamp","event_id","override_flag","assigned_user","override_timestamp","category","progress_notes","status","order","id","created_date","updated_date","created_by_id","created_by","is_sample"
"","","","","Final HC","Admin","","","69bd6170cc043d006154d898","false","","","Checklist","","Not Acknowledged","10","69bd61747a18f0b4a1b9f96d","2026-03-20T15:02:12.477000","2026-03-20T15:02:12.477000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","69bd6170cc043d006154d898","false","","","Checklist","","Not Acknowledged","9","69bd6174f26db6a3e63a8580","2026-03-20T15:02:12.251000","2026-03-20T15:02:12.251000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","69bd6170cc043d006154d898","false","","","Checklist","","Not Acknowledged","8","69bd61741761fd1c2ce303fe","2026-03-20T15:02:12.034000","2026-03-20T15:02:12.034000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","69bd6170cc043d006154d898","false","","","Checklist","","Not Acknowledged","7","69bd61734668fc02cc15a94f","2026-03-20T15:02:11.785000","2026-03-20T15:02:11.785000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","69bd6170cc043d006154d898","false","","","Checklist","","Not Acknowledged","6","69bd617373f3e2e5b4a373c2","2026-03-20T15:02:11.570000","2026-03-20T15:02:11.570000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","69bd6170cc043d006154d898","false","","","Checklist","","Not Acknowledged","5","69bd6173a54a225455fa6d6d","2026-03-20T15:02:11.349000","2026-03-20T15:02:11.349000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","69bd6170cc043d006154d898","false","","","Checklist","","Not Acknowledged","4","69bd6173be1f1a2f32905a2b","2026-03-20T15:02:11.088000","2026-03-20T15:02:11.088000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","69bd6170cc043d006154d898","false","","","Checklist","","Not Acknowledged","3","69bd617244827de48e9529a7","2026-03-20T15:02:10.858000","2026-03-20T15:02:10.858000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","69bd6170cc043d006154d898","false","","","Checklist","","Not Acknowledged","2","69bd61726da0641d817b979f","2026-03-20T15:02:10.601000","2026-03-20T15:02:10.601000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","69bd6170cc043d006154d898","false","","","Checklist","","Not Acknowledged","1","69bd61728a94fc312831e364","2026-03-20T15:02:10.369000","2026-03-20T15:02:10.369000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","16","69bc00d3ebaf1f3b66f403bd","2026-03-19T13:57:39.766000","2026-03-19T13:57:39.766000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","15","69bc00d3111f4f15db7e00ea","2026-03-19T13:57:39.604000","2026-03-19T13:57:39.604000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","14","69bc00d3c2b41cb9dc62eafe","2026-03-19T13:57:39.424000","2026-03-19T13:57:39.424000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","13","69bc00d3668f0949acc0d1a4","2026-03-19T13:57:39.207000","2026-03-19T13:57:39.207000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","12","69bc00d2f6f1a20280207fc5","2026-03-19T13:57:38.966000","2026-03-19T13:57:38.966000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","11","69bc00d2e55757297312ce15","2026-03-19T13:57:38.798000","2026-03-19T13:57:38.798000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","10","69bc00d245863acf2874912c","2026-03-19T13:57:38.635000","2026-03-19T13:57:38.635000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","9","69bc00d2a5cc6afe818aeb08","2026-03-19T13:57:38.478000","2026-03-19T13:57:38.478000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","8","69bc00d22ba8704f8b28ad31","2026-03-19T13:57:38.301000","2026-03-19T13:57:38.301000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","7","69bc00d266614012a41a616c","2026-03-19T13:57:38.045000","2026-03-19T13:57:38.045000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","6","69bc00d10049c9e4a92ec74b","2026-03-19T13:57:37.822000","2026-03-19T13:57:37.822000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","5","69bc00d1eca82094744b24ac","2026-03-19T13:57:37.591000","2026-03-19T13:57:37.591000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","4","69bc00d1eb45f7cd2d5b68eb","2026-03-19T13:57:37.406000","2026-03-19T13:57:37.406000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","3","69bc00d138e1bc3c52d41dfe","2026-03-19T13:57:37.236000","2026-03-19T13:57:37.236000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","2","69bc00d17c5f1a67824def89","2026-03-19T13:57:37.056000","2026-03-19T13:57:37.056000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","69bc00cf75e13100bab76ba3","false","","","Checklist","","Not Acknowledged","1","69bc00d0492c937e53e618e5","2026-03-19T13:57:36.869000","2026-03-19T13:57:36.869000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","16","69b2d9fc1e58060a4c9689a8","2026-03-12T15:21:32.608000","2026-03-12T15:21:32.608000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","15","69b2d9fc2ee0971a4bd3bf5d","2026-03-12T15:21:32.374000","2026-03-12T15:21:32.374000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","14","69b2d9fc21e8a32629f9fc9b","2026-03-12T15:21:32.221000","2026-03-12T15:21:32.221000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","13","69b2d9fc105bc22a7016d8b3","2026-03-12T15:21:32.062000","2026-03-12T15:21:32.062000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","12","69b2d9fb34d24e08d97f705b","2026-03-12T15:21:31.863000","2026-03-12T15:21:31.863000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","11","69b2d9fbc0be99fbc54e9ba6","2026-03-12T15:21:31.632000","2026-03-12T15:21:31.632000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","10","69b2d9fbc9c01dfc9cd1d2cd","2026-03-12T15:21:31.378000","2026-03-12T15:21:31.378000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","9","69b2d9fb9f2953cecd383580","2026-03-12T15:21:31.109000","2026-03-12T15:21:31.109000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","8","69b2d9fae69392796ca0f4eb","2026-03-12T15:21:30.955000","2026-03-12T15:21:30.955000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","7","69b2d9fa5e6275bdc936573b","2026-03-12T15:21:30.726000","2026-03-12T15:21:30.726000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","6","69b2d9fa251d4d992ddb6aa0","2026-03-12T15:21:30.518000","2026-03-12T15:21:30.518000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","5","69b2d9fad86a06836bbcda6e","2026-03-12T15:21:30.320000","2026-03-12T15:21:30.320000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","4","69b2d9fad5cb3de8d7101341","2026-03-12T15:21:30.113000","2026-03-12T15:21:30.113000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","3","69b2d9f979f6001b43f807cb","2026-03-12T15:21:29.900000","2026-03-12T15:21:29.900000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","69b2d9f8d4fd9547422a85be","false","","","Checklist","","Not Acknowledged","2","69b2d9f9b5b5221e6a00d865","2026-03-12T15:21:29.740000","2026-03-12T15:21:29.740000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-03-12T15:22:27.194Z","","","","Did we update in Sales Alert of Slack?","Admin","","2026-03-12T15:22:22.747Z","69b2d9f8d4fd9547422a85be","false","699c69418e04ef1c530e70c1","","Checklist","","Done","1","69b2d9f9455c968bcf49f2fd","2026-03-12T15:21:29.516000","2026-03-12T15:21:45.505000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","16","69ab086eb92da6b4d9d8410f","2026-03-06T17:01:34.835000","2026-03-06T17:01:34.835000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","15","69ab086eec79ab428d1bb249","2026-03-06T17:01:34.662000","2026-03-06T17:01:34.662000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","14","69ab086eaaa700e17c50b32e","2026-03-06T17:01:34.430000","2026-03-06T17:01:34.430000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","13","69ab086e91ca646a9926fb7b","2026-03-06T17:01:34.196000","2026-03-06T17:01:34.196000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","12","69ab086ee5a5438fd26454f0","2026-03-06T17:01:34.032000","2026-03-06T17:01:34.032000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","11","69ab086dfe5200e7701f6804","2026-03-06T17:01:33.852000","2026-03-06T17:01:33.852000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","10","69ab086da8d890fa29185502","2026-03-06T17:01:33.637000","2026-03-06T17:01:33.637000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","9","69ab086d827a1135d780e050","2026-03-06T17:01:33.474000","2026-03-06T17:01:33.474000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","8","69ab086d6a47d8ee9e9e86b6","2026-03-06T17:01:33.234000","2026-03-06T17:01:33.234000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","7","69ab086d41d596ef0d87545e","2026-03-06T17:01:33.063000","2026-03-06T17:01:33.063000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","6","69ab086c0fa896f28aa956a5","2026-03-06T17:01:32.853000","2026-03-06T17:01:32.853000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","5","69ab086c081b2e8a9ed0d396","2026-03-06T17:01:32.574000","2026-03-06T17:01:32.574000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","69ab086964babec4258c8641","false","","","Checklist","","Not Acknowledged","4","69ab086c6183c0b8e53f3730","2026-03-06T17:01:32.300000","2026-03-06T17:01:32.300000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","2026-03-06T17:39:34.457Z","69ab086964babec4258c8641","false","699c69418e04ef1c530e70c1","","Checklist","","Working On It","3","69ab086cabdd4e2b2527773c","2026-03-06T17:01:32.087000","2026-03-06T17:39:09.759000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-03-06T17:39:30.729Z","","","","Is it documented in Fareharbor?","Admin","","2026-03-06T17:39:28.730Z","69ab086964babec4258c8641","false","699c69418e04ef1c530e70c1","","Checklist","","Done","2","69ab086b2941a06bc39498ca","2026-03-06T17:01:31.821000","2026-03-06T17:39:06.029000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-03-06T17:39:24.961Z","","","","Did we update in Sales Alert of Slack?","Admin","","2026-03-06T17:39:23.418Z","69ab086964babec4258c8641","false","699c69418e04ef1c530e70c1","","Checklist","","Done","1","69ab086b25df5daf1aba8960","2026-03-06T17:01:31.612000","2026-03-06T17:39:00.291000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-04-29T11:31:54.974Z","","2026-03-11T21:30:00.000Z","","CEO follow-up (if VIP or high-value client)","Admin","","2026-03-06T16:56:32.877Z","69a02cbcbe9869e8accd9631","false","699c69418e04ef1c530e70c1","","Post-Event","","Done","","69ab074165c7905567b2fa0c","2026-03-06T16:56:33.132000","2026-04-29T11:30:49.344000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-04-29T11:31:58.558Z","","2026-03-09T21:30:00.000Z","","Document P&L (labor, supplies, venue fees)","Admin","","2026-03-06T16:56:32.629Z","69a02cbcbe9869e8accd9631","false","699c69418e04ef1c530e70c1","","Post-Event","","Done","","69ab07402201a781fb05b8b4","2026-03-06T16:56:32.839000","2026-04-29T11:30:52.932000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","2026-03-07T21:30:00.000Z","","Staff submit hours and invoices","Event Host","","","69a02cbcbe9869e8accd9631","false","","","Post-Event","","Not Acknowledged","","69ab0740e220c5a50549c2c5","2026-03-06T16:56:32.552000","2026-03-06T16:56:32.552000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","2026-03-06T21:30:00.000Z","","Request referrals and LinkedIn connections","Sales","","","69a02cbcbe9869e8accd9631","false","","","Post-Event","","Not Acknowledged","","69ab074041d596ef0d8753f2","2026-03-06T16:56:32.313000","2026-03-06T16:56:32.313000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-07-02T16:06:56.335Z","","2026-03-05T21:30:00.000Z","","Send follow-up email with photos","Sales","","2026-07-02T16:06:52.783Z","69a02cbcbe9869e8accd9631","false","699c69418e04ef1c530e70c1","","Post-Event","","Done","","69ab074060abdd9b8e7c71c8","2026-03-06T16:56:32.041000","2026-07-02T16:06:55.446000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-07-02T16:07:02.294Z","","2026-03-05T21:30:00.000Z","","Collect and upload photos to Drive","Ops","","2026-07-02T16:06:59.263Z","69a02cbcbe9869e8accd9631","false","699c69418e04ef1c530e70c1","","Post-Event","","Done","","69ab073fef54a5fa0869a772","2026-03-06T16:56:31.780000","2026-07-02T16:07:01.395000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","2026-03-04T21:30:00.000Z","","Ensure all materials and supplies are ready","Ops","","","69a02cbcbe9869e8accd9631","false","","","Event-Day","","Not Acknowledged","","69ab073f4cd2f150382900ab","2026-03-06T16:56:31.502000","2026-03-06T16:56:31.502000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","2026-03-04T21:30:00.000Z","","Take photos and upload to digital database","Ops","","","69a02cbcbe9869e8accd9631","false","","","Event-Day","","Not Acknowledged","","69ab073f77f0346566a01580","2026-03-06T16:56:31.207000","2026-03-06T16:56:31.207000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","2026-03-04T21:30:00.000Z","","Track drinks/food consumption","Ops","","","69a02cbcbe9869e8accd9631","false","","","Event-Day","","Not Acknowledged","","69ab073e02e4bb1133818b51","2026-03-06T16:56:30.954000","2026-03-06T16:56:30.954000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","2026-03-04T21:30:00.000Z","","Instructor/Guide executes content","Event Host","","","69a02cbcbe9869e8accd9631","false","","","Event-Day","","Not Acknowledged","","69ab073ee191e9b670af0906","2026-03-06T16:56:30.780000","2026-03-06T16:56:30.780000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","2026-03-04T21:30:00.000Z","","Host manages flow of event","Event Host","","","69a02cbcbe9869e8accd9631","false","","","Event-Day","","Not Acknowledged","","69ab073e3a7b213fb7dce741","2026-03-06T16:56:30.529000","2026-03-06T16:56:30.529000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","2026-02-18T21:30:00.000Z","","Reserve loading dock and confirm venue access","Ops","","","69a02cbcbe9869e8accd9631","false","","","Pre-Event","","Not Acknowledged","","69ab073e022491ab406998f3","2026-03-06T16:56:30.301000","2026-03-06T16:56:30.301000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","2026-02-18T21:30:00.000Z","","Order cocktail supplies (Sterno, cups, ingredients)","Ops","","","69a02cbcbe9869e8accd9631","false","","","Pre-Event","","Not Acknowledged","","69ab073e557db872ae13636d","2026-03-06T16:56:30.027000","2026-03-06T16:56:30.027000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
